predictor,cut_num,clusterID,response,spearman_correlation
landsatCcdc_swir2_changeRatep035p050,0,67,GRAMINOIDS_corr,-0.447454256
landsatCcdc_greencc_seasonalp095,0,17,GRAMINOIDS_corr,-0.437684978
landsatCcdc_ndvi_changeRatep065p080,0,49,GRAMINOIDS_corr,-0.43727873
landsatCcdc_redcc_changeRatep080p095,0,190,GRAMINOIDS_corr,0.433706334
landsatCcdc_ndvi_changeRatep035p050,0,148,GRAMINOIDS_corr,0.428176213
landsatCcdc_redcc_changeRatep065p080,0,138,GRAMINOIDS_corr,0.411843139
landsatCcdc_swir2_changeRatep080p095,0,209,GRAMINOIDS_corr,0.392803685
landsatCcdc_redcc_seasonalp005,0,191,GRAMINOIDS_corr,0.376754984
landsatCcdc_red_seasonalp005,0,250,GRAMINOIDS_corr,0.365407144
landsatCcdc_tcwgd_changeRatep005p020,0,48,GRAMINOIDS_corr,-0.326294562
topo_twi_100,0,189,GRAMINOIDS_corr,0.312204254
landsatCcdc_swir1_changeRatep035p050,0,23,GRAMINOIDS_corr,-0.3078993
landsatCcdc_nir_seasonalp050,0,169,GRAMINOIDS_corr,0.304551952
landsatCcdc_tcb_changeRatep020p035,0,33,GRAMINOIDS_corr,-0.280200976
landsatCcdc_nbr_changeRatep050p065,0,14,GRAMINOIDS_corr,-0.265303954
landsatCcdc_ndsi_changeRatep020p035,0,31,GRAMINOIDS_corr,-0.253346744
landsatCcdc_bluecc_seasonalp035,0,5,GRAMINOIDS_corr,-0.25225439
landsatCcdc_green_changeRatep035p050,0,32,GRAMINOIDS_corr,-0.240296535
landsatCcdc_nir_changeRatep065p080,0,10,GRAMINOIDS_corr,-0.229269824
landsatCcdc_tcb_changeRatep005p020,0,55,GRAMINOIDS_corr,-0.217611173
landsatCcdc_blue_changeRatep050p065,0,195,GRAMINOIDS_corr,0.216112623
landsatCcdc_bluecc_changeRatep080p095,0,116,GRAMINOIDS_corr,-0.213957527
predicted_cover_salshr,0,197,GRAMINOIDS_corr,0.212089035
landsatCcdc_btemp_seasonalp020,0,215,GRAMINOIDS_corr,-0.204474555
predicted_cover_betshr,0,101,GRAMINOIDS_corr,-0.186033974
landsatCcdc_tcwgd_seasonalp080,0,119,GRAMINOIDS_corr,-0.185406728
landsatCcdc_tcw_changeRatep020p035,0,187,GRAMINOIDS_corr,0.175999203
landsatCcdc_greencc_changeRatep005p020,0,74,GRAMINOIDS_corr,0.175970185
landsatCcdc_nbr_seasonalp050,0,75,GRAMINOIDS_corr,0.172338464
landsatCcdc_bluecc_changeRatep005p020,0,34,GRAMINOIDS_corr,-0.162217749
landsatCcdc_tcw_changeRatep005p020,0,36,GRAMINOIDS_corr,-0.160697223
climTerra_tapmm,0,18,GRAMINOIDS_corr,-0.156907492
predicted_cover_FORBS,0,183,GRAMINOIDS_corr,0.152334292
landsatCcdc_btemp_changeRatep035p050,0,181,GRAMINOIDS_corr,0.150798332
landsatCcdc_green_changeRatep080p095,0,207,GRAMINOIDS_corr,0.148912184
topo_slope,0,24,GRAMINOIDS_corr,0.145458414
predicted_cover_alnshr,0,196,GRAMINOIDS_corr,0.139503922
topo_surfaceReliefRatio_10k,0,25,GRAMINOIDS_corr,-0.138552803
landsatCcdc_nir_changeRatep050p065,0,12,GRAMINOIDS_corr,-0.128654633
landsatCcdc_tcb_changeRatep035p050,0,198,GRAMINOIDS_corr,-0.128377353
topo_elevation_m,0,52,GRAMINOIDS_corr,-0.124831375
landsatCcdc_swir1_amplitude,0,37,GRAMINOIDS_corr,0.118559067
landsatCcdc_tcwgd_amplitude,0,106,GRAMINOIDS_corr,0.116453674
landsatCcdc_evi_seasonalp005,0,99,GRAMINOIDS_corr,-0.115824958
landsatCcdc_bluecc_changeRatep035p050,0,19,GRAMINOIDS_corr,0.09905662
landsatCcdc_tcg_changeRatep080p095,0,240,GRAMINOIDS_corr,-0.093608393
landsatCcdc_btemp_amplitude,0,70,GRAMINOIDS_corr,-0.063888505
climTerra_mjt,0,16,GRAMINOIDS_corr,-0.03443235
landsatCcdc_btemp_changeRatep005p020,0,13,GRAMINOIDS_corr,-0.029956543
landsatCcdc_green_seasonalp050,0,235,GRAMINOIDS_corr,0.026992228
landsatCcdc_bluecc_seasonalp005,0,1,GRAMINOIDS_corr,0.018524874
landsatCcdc_nbr_changeRatep065p080,0,64,LICHENS_corr,0.680931012
climTerra_tapmm,0,18,LICHENS_corr,0.6249376
predicted_cover_LICHENS,0,50,LICHENS_corr,0.620816238
landsatCcdc_greencc_seasonalp005,0,56,LICHENS_corr,0.620342893
landsatCcdc_blue_changeRatep065p080,0,149,LICHENS_corr,-0.583720735
landsatCcdc_ndwi_changeRatep005p020,0,47,LICHENS_corr,0.582630445
landsatCcdc_greencc_changeRatep020p035,0,139,LICHENS_corr,-0.569371392
landsatCcdc_tcb_changeRatep080p095,0,204,LICHENS_corr,-0.538855122
landsatCcdc_blue_changeRatep035p050,0,60,LICHENS_corr,0.536750191
landsatCcdc_greencc_seasonalp095,0,17,LICHENS_corr,0.481599827
landsatCcdc_evi_changeRatep050p065,0,8,LICHENS_corr,0.479126816
landsatCcdc_ndvi_changeRatep035p050,0,148,LICHENS_corr,-0.47542633
landsatCcdc_swir2_changeRatep035p050,0,67,LICHENS_corr,0.462552032
predicted_cover_FORBS,0,183,LICHENS_corr,-0.421084185
climTerra_mjt,0,16,LICHENS_corr,0.412464789
landsatCcdc_ndsi_changeRatep005p020,0,30,LICHENS_corr,0.393220651
topo_twi_100,0,189,LICHENS_corr,-0.389101057
predicted_cover_EVERGREEN_SHRUBS,0,51,LICHENS_corr,0.380916168
landsatCcdc_redcc_changeRatep035p050,0,66,LICHENS_corr,0.380653383
landsatCcdc_bluecc_seasonalp005,0,1,LICHENS_corr,-0.376304974
landsatCcdc_tcw_changeRatep020p035,0,187,LICHENS_corr,-0.323043971
topo_topographicRadiation_10k,0,203,LICHENS_corr,-0.319360183
landsatCcdc_bluecc_changeRatep035p050,0,19,LICHENS_corr,0.312987125
predicted_cover_betshr,0,101,LICHENS_corr,0.300797012
landsatCcdc_blue_seasonalp005,0,247,LICHENS_corr,-0.300699796
landsatCcdc_evi_seasonalp005,0,99,LICHENS_corr,0.297226357
predicted_cover_salshr,0,197,LICHENS_corr,-0.278091059
topo_elevation_m,0,52,LICHENS_corr,0.275086609
landsatCcdc_blue_changeRatep050p065,0,195,LICHENS_corr,-0.274351271
landsatCcdc_red_seasonalp050,0,238,LICHENS_corr,0.255763757
landsatCcdc_bluecc_seasonalp035,0,5,LICHENS_corr,-0.252215174
landsatCcdc_evi_seasonalp035,0,129,LICHENS_corr,-0.23832142
predicted_cover_alnshr,0,196,LICHENS_corr,-0.232696537
landsatCcdc_swir1_changeRatep035p050,0,23,LICHENS_corr,0.231552569
predicted_cover_GRAMINOIDS,0,188,LICHENS_corr,-0.217001205
landsatCcdc_redcc_changeRatep080p095,0,190,LICHENS_corr,-0.215382535
landsatCcdc_btemp_changeRatep005p020,0,13,LICHENS_corr,0.213115609
landsatCcdc_btemp_amplitude,0,70,LICHENS_corr,0.211671729
landsatCcdc_bluecc_changeRatep005p020,0,34,LICHENS_corr,0.210195598
landsatCcdc_tcwgd_seasonalp065,0,123,LICHENS_corr,0.192051478
landsatCcdc_swir2_changeRatep005p020,0,21,LICHENS_corr,0.19081078
landsatCcdc_ndmi_seasonalp080,0,87,LICHENS_corr,0.182307145
landsatCcdc_tcb_changeRatep005p020,0,55,LICHENS_corr,0.164208498
topo_surfaceReliefRatio_10k,0,25,LICHENS_corr,0.162486741
landsatCcdc_nir_seasonalp005,0,178,LICHENS_corr,0.098344106
landsatCcdc_tcb_changeRatep020p035,0,33,LICHENS_corr,0.092812728
landsatCcdc_redcc_seasonalp020,0,230,LICHENS_corr,-0.09280402
landsatCcdc_redcc_seasonalp005,0,191,LICHENS_corr,-0.086092576
landsatCcdc_nir_amplitude,0,82,LICHENS_corr,-0.085471743
landsatCcdc_redcc_changeRatep005p020,0,239,LICHENS_corr,0.078967028
landsatCcdc_green_amplitude,0,26,LICHENS_corr,-0.060143055
landsatCcdc_tcb_changeRatep035p050,0,198,LICHENS_corr,0.059027169
landsatCcdc_swir1_changeRatep005p020,0,20,LICHENS_corr,-0.05546246
landsatCcdc_btemp_seasonalp035,0,216,LICHENS_corr,0.052259285
landsatCcdc_swir1_amplitude,0,37,LICHENS_corr,0.05210964
topo_slope,0,24,LICHENS_corr,-0.051042767
landsatCcdc_bluecc_seasonalp095,0,7,LICHENS_corr,-0.046358955
landsatCcdc_btemp_changeRatep035p050,0,181,LICHENS_corr,-0.036299529
landsatCcdc_tcwgd_changeRatep050p065,0,104,LICHENS_corr,-0.001837988
predicted_cover_betshr,0,101,TOTAL_corr,0.520590661
landsatCcdc_greencc_seasonalp020,0,28,TOTAL_corr,0.49553523
landsatCcdc_blue_seasonalp005,0,247,TOTAL_corr,-0.425015222
landsatCcdc_greencc_seasonalp035,0,81,TOTAL_corr,0.424799202
landsatCcdc_evi_seasonalp005,0,99,TOTAL_corr,0.405492785
landsatCcdc_bluecc_seasonalp005,0,1,TOTAL_corr,-0.395306297
landsatCcdc_blue_changeRatep035p050,0,60,TOTAL_corr,0.3867016
landsatCcdc_ndsi_changeRatep005p020,0,30,TOTAL_corr,0.352738679
landsatCcdc_greencc_seasonalp095,0,17,TOTAL_corr,0.311485238
landsatCcdc_swir2_seasonalp035,0,231,TOTAL_corr,-0.307460166
landsatCcdc_tcb_changeRatep035p050,0,198,TOTAL_corr,0.304511972
landsatCcdc_greencc_changeRatep035p050,0,147,TOTAL_corr,-0.293778662
landsatCcdc_tcg_seasonalp080,0,132,TOTAL_corr,0.290715687
landsatCcdc_nbr_changeRatep050p065,0,14,TOTAL_corr,0.279570971
predicted_cover_FORBS,0,183,TOTAL_corr,-0.277058584
landsatCcdc_bluecc_changeRatep005p020,0,34,TOTAL_corr,0.269786216
landsatCcdc_nir_changeRatep080p095,0,242,TOTAL_corr,-0.26292773
phenology_snowFreeDays,0,180,TOTAL_corr,0.254853089
topo_twi_100,0,189,TOTAL_corr,-0.251190079
landsatCcdc_swir1_changeRatep005p020,0,20,TOTAL_corr,-0.248985712
landsatCcdc_ndwi_changeRatep005p020,0,47,TOTAL_corr,0.242020184
predicted_cover_alnshr,0,196,TOTAL_corr,0.226980752
landsatCcdc_redcc_seasonalp035,0,241,TOTAL_corr,-0.223829335
landsatCcdc_redcc_changeRatep050p065,0,140,TOTAL_corr,0.222887873
landsatCcdc_swir2_changeRatep035p050,0,67,TOTAL_corr,0.212240971
topo_surfaceReliefRatio_10k,0,25,TOTAL_corr,0.196417022
landsatCcdc_swir2_changeRatep080p095,0,209,TOTAL_corr,-0.191434019
landsatCcdc_btemp_changeRatep050p065,0,192,TOTAL_corr,0.19032103
landsatCcdc_nir_changeRatep050p065,0,12,TOTAL_corr,0.181925254
landsatCcdc_green_changeRatep080p095,0,207,TOTAL_corr,-0.180273182
landsatCcdc_btemp_seasonalp065,0,214,TOTAL_corr,0.173254777
climTerra_mjt,0,16,TOTAL_corr,0.163822721
landsatCcdc_bluecc_seasonalp035,0,5,TOTAL_corr,-0.162906435
landsatCcdc_green_amplitude,0,26,TOTAL_corr,-0.162262887
landsatCcdc_tcb_changeRatep020p035,0,33,TOTAL_corr,0.161454262
climTerra_tapmm,0,18,TOTAL_corr,0.160140059
