response,cut_num,num_vars,corr_total,corr_avg,corr_median,corr_count_gt05,corr_percent_gt05,corr_count_gt07,corr_percent_gt07,corr_count_gt09,corr_percent_gt09
DECIDUOUS_SHRUBS_corr,21,12,132,0.30374638,0.287109759,24,0.181818182,0,0,0,0
DECIDUOUS_SHRUBS_corr,22,9,72,0.37040942,0.369462234,20,0.277777778,0,0,0,0
DECIDUOUS_SHRUBS_corr,23,9,72,0.37040942,0.369462234,20,0.277777778,0,0,0,0
DECIDUOUS_SHRUBS_corr,24,9,72,0.37040942,0.369462234,20,0.277777778,0,0,0,0
DECIDUOUS_SHRUBS_corr,25,9,72,0.37040942,0.369462234,20,0.277777778,0,0,0,0
DECIDUOUS_SHRUBS_corr,26,8,56,0.429443911,0.423588662,20,0.357142857,0,0,0,0
DECIDUOUS_SHRUBS_corr,27,8,56,0.429443911,0.423588662,20,0.357142857,0,0,0,0
DECIDUOUS_SHRUBS_corr,28,7,42,0.4127585,0.428772397,14,0.333333333,0,0,0,0
DECIDUOUS_SHRUBS_corr,29,7,42,0.4127585,0.428772397,14,0.333333333,0,0,0,0
DECIDUOUS_SHRUBS_corr,30,7,42,0.4127585,0.428772397,14,0.333333333,0,0,0,0
DECIDUOUS_SHRUBS_corr,31,6,30,0.394222685,0.361271365,12,0.4,0,0,0,0
DECIDUOUS_SHRUBS_corr,32,6,30,0.394222685,0.361271365,12,0.4,0,0,0,0
DECIDUOUS_SHRUBS_corr,33,6,30,0.394222685,0.361271365,12,0.4,0,0,0,0
DECIDUOUS_SHRUBS_corr,34,6,30,0.394222685,0.361271365,12,0.4,0,0,0,0
DECIDUOUS_SHRUBS_corr,35,6,30,0.394222685,0.361271365,12,0.4,0,0,0,0
DECIDUOUS_SHRUBS_corr,36,6,30,0.394222685,0.361271365,12,0.4,0,0,0,0
DECIDUOUS_SHRUBS_corr,37,6,30,0.394222685,0.361271365,12,0.4,0,0,0,0
DECIDUOUS_SHRUBS_corr,38,6,30,0.394222685,0.361271365,12,0.4,0,0,0,0
DECIDUOUS_SHRUBS_corr,39,5,20,0.463979837,0.502435597,10,0.5,0,0,0,0
DECIDUOUS_SHRUBS_corr,40,5,20,0.463979837,0.502435597,10,0.5,0,0,0,0
DECIDUOUS_SHRUBS_corr,41,5,20,0.463979837,0.502435597,10,0.5,0,0,0,0
DECIDUOUS_SHRUBS_corr,42,5,20,0.463979837,0.502435597,10,0.5,0,0,0,0
DECIDUOUS_SHRUBS_corr,43,5,20,0.463979837,0.502435597,10,0.5,0,0,0,0
DECIDUOUS_SHRUBS_corr,44,5,20,0.463979837,0.502435597,10,0.5,0,0,0,0
DECIDUOUS_SHRUBS_corr,45,4,12,0.448166854,0.45352131,6,0.5,0,0,0,0
DECIDUOUS_SHRUBS_corr,46,4,12,0.448166854,0.45352131,6,0.5,0,0,0,0
DECIDUOUS_SHRUBS_corr,47,4,12,0.448166854,0.45352131,6,0.5,0,0,0,0
DECIDUOUS_SHRUBS_corr,48,4,12,0.448166854,0.45352131,6,0.5,0,0,0,0
DECIDUOUS_SHRUBS_corr,49,4,12,0.448166854,0.45352131,6,0.5,0,0,0,0
DECIDUOUS_SHRUBS_corr,50,4,12,0.448166854,0.45352131,6,0.5,0,0,0,0
DECIDUOUS_SHRUBS_corr,51,4,12,0.448166854,0.45352131,6,0.5,0,0,0,0
DECIDUOUS_SHRUBS_corr,52,3,6,0.448376732,0.361271365,2,0.333333333,0,0,0,0
DECIDUOUS_SHRUBS_corr,53,3,6,0.448376732,0.361271365,2,0.333333333,0,0,0,0
DECIDUOUS_SHRUBS_corr,54,3,6,0.448376732,0.361271365,2,0.333333333,0,0,0,0
DECIDUOUS_SHRUBS_corr,55,3,6,0.448376732,0.361271365,2,0.333333333,0,0,0,0
DECIDUOUS_SHRUBS_corr,56,3,6,0.448376732,0.361271365,2,0.333333333,0,0,0,0
DECIDUOUS_SHRUBS_corr,57,3,6,0.448376732,0.361271365,2,0.333333333,0,0,0,0
DECIDUOUS_SHRUBS_corr,58,3,6,0.448376732,0.361271365,2,0.333333333,0,0,0,0
DECIDUOUS_SHRUBS_corr,59,3,6,0.448376732,0.361271365,2,0.333333333,0,0,0,0
DECIDUOUS_SHRUBS_corr,60,3,6,0.448376732,0.361271365,2,0.333333333,0,0,0,0
DECIDUOUS_SHRUBS_corr,61,3,6,0.448376732,0.361271365,2,0.333333333,0,0,0,0
DECIDUOUS_SHRUBS_corr,62,3,6,0.448376732,0.361271365,2,0.333333333,0,0,0,0
DECIDUOUS_SHRUBS_corr,63,3,6,0.448376732,0.361271365,2,0.333333333,0,0,0,0
DECIDUOUS_SHRUBS_corr,64,3,6,0.448376732,0.361271365,2,0.333333333,0,0,0,0
DECIDUOUS_SHRUBS_corr,65,3,6,0.448376732,0.361271365,2,0.333333333,0,0,0,0
DECIDUOUS_SHRUBS_corr,66,3,6,0.448376732,0.361271365,2,0.333333333,0,0,0,0
DECIDUOUS_SHRUBS_corr,67,3,6,0.448376732,0.361271365,2,0.333333333,0,0,0,0
DECIDUOUS_SHRUBS_corr,68,3,6,0.448376732,0.361271365,2,0.333333333,0,0,0,0
DECIDUOUS_SHRUBS_corr,69,3,6,0.448376732,0.361271365,2,0.333333333,0,0,0,0
DECIDUOUS_SHRUBS_corr,70,3,6,0.448376732,0.361271365,2,0.333333333,0,0,0,0
DECIDUOUS_SHRUBS_corr,71,3,6,0.448376732,0.361271365,2,0.333333333,0,0,0,0
DECIDUOUS_SHRUBS_corr,72,3,6,0.448376732,0.361271365,2,0.333333333,0,0,0,0
DECIDUOUS_SHRUBS_corr,73,3,6,0.448376732,0.361271365,2,0.333333333,0,0,0,0
DECIDUOUS_SHRUBS_corr,74,3,6,0.448376732,0.361271365,2,0.333333333,0,0,0,0
DECIDUOUS_SHRUBS_corr,75,3,6,0.448376732,0.361271365,2,0.333333333,0,0,0,0
DECIDUOUS_SHRUBS_corr,76,3,6,0.448376732,0.361271365,2,0.333333333,0,0,0,0
DECIDUOUS_SHRUBS_corr,77,3,6,0.448376732,0.361271365,2,0.333333333,0,0,0,0
DECIDUOUS_SHRUBS_corr,78,3,6,0.448376732,0.361271365,2,0.333333333,0,0,0,0
DECIDUOUS_SHRUBS_corr,79,3,6,0.448376732,0.361271365,2,0.333333333,0,0,0,0
DECIDUOUS_SHRUBS_corr,80,3,6,0.448376732,0.361271365,2,0.333333333,0,0,0,0
DECIDUOUS_SHRUBS_corr,81,3,6,0.448376732,0.361271365,2,0.333333333,0,0,0,0
DECIDUOUS_SHRUBS_corr,82,3,6,0.448376732,0.361271365,2,0.333333333,0,0,0,0
DECIDUOUS_SHRUBS_corr,83,3,6,0.448376732,0.361271365,2,0.333333333,0,0,0,0
DECIDUOUS_SHRUBS_corr,84,3,6,0.448376732,0.361271365,2,0.333333333,0,0,0,0
DECIDUOUS_SHRUBS_corr,85,3,6,0.448376732,0.361271365,2,0.333333333,0,0,0,0
DECIDUOUS_SHRUBS_corr,86,2,2,0.692324862,0.692324862,2,1,0,0,0,0
DECIDUOUS_SHRUBS_corr,87,2,2,0.692324862,0.692324862,2,1,0,0,0,0
DECIDUOUS_SHRUBS_corr,88,2,2,0.692324862,0.692324862,2,1,0,0,0,0
DECIDUOUS_SHRUBS_corr,89,2,2,0.692324862,0.692324862,2,1,0,0,0,0
DECIDUOUS_SHRUBS_corr,90,2,2,0.692324862,0.692324862,2,1,0,0,0,0
DECIDUOUS_SHRUBS_corr,91,2,2,0.692324862,0.692324862,2,1,0,0,0,0
DECIDUOUS_SHRUBS_corr,92,2,2,0.692324862,0.692324862,2,1,0,0,0,0
DECIDUOUS_SHRUBS_corr,93,2,2,0.692324862,0.692324862,2,1,0,0,0,0
DECIDUOUS_SHRUBS_corr,94,2,2,0.692324862,0.692324862,2,1,0,0,0,0
DECIDUOUS_SHRUBS_corr,95,2,2,0.692324862,0.692324862,2,1,0,0,0,0
DECIDUOUS_SHRUBS_corr,96,2,2,0.692324862,0.692324862,2,1,0,0,0,0
DECIDUOUS_SHRUBS_corr,97,2,2,0.692324862,0.692324862,2,1,0,0,0,0
DECIDUOUS_SHRUBS_corr,98,2,2,0.692324862,0.692324862,2,1,0,0,0,0
DECIDUOUS_SHRUBS_corr,99,2,2,0.692324862,0.692324862,2,1,0,0,0,0
EVERGREEN_SHRUBS_corr,0,76,5700,0.210881277,0.178543964,334,0.058596491,0,0,0,0
EVERGREEN_SHRUBS_corr,1,76,5700,0.210881277,0.178543964,334,0.058596491,0,0,0,0
EVERGREEN_SHRUBS_corr,2,75,5550,0.212790673,0.181662875,334,0.06018018,0,0,0,0
EVERGREEN_SHRUBS_corr,3,65,4160,0.219925437,0.189599351,272,0.065384615,0,0,0,0
EVERGREEN_SHRUBS_corr,4,58,3306,0.221645382,0.188766636,236,0.07138536,0,0,0,0
EVERGREEN_SHRUBS_corr,5,50,2450,0.223613957,0.188729382,188,0.076734694,0,0,0,0
EVERGREEN_SHRUBS_corr,6,42,1722,0.229745355,0.190764449,152,0.088269454,0,0,0,0
EVERGREEN_SHRUBS_corr,7,35,1190,0.238714782,0.208151762,114,0.095798319,0,0,0,0
EVERGREEN_SHRUBS_corr,8,31,930,0.240615418,0.219342844,90,0.096774194,0,0,0,0
EVERGREEN_SHRUBS_corr,9,28,756,0.25650962,0.230956736,86,0.113756614,0,0,0,0
EVERGREEN_SHRUBS_corr,10,23,506,0.270842444,0.250428249,68,0.134387352,0,0,0,0
EVERGREEN_SHRUBS_corr,11,21,420,0.260868575,0.24187146,48,0.114285714,0,0,0,0
EVERGREEN_SHRUBS_corr,12,20,380,0.268061862,0.247579847,48,0.126315789,0,0,0,0
EVERGREEN_SHRUBS_corr,13,17,272,0.268348779,0.243103694,36,0.132352941,0,0,0,0
EVERGREEN_SHRUBS_corr,14,15,210,0.283077561,0.260061983,36,0.171428571,0,0,0,0
EVERGREEN_SHRUBS_corr,15,15,210,0.283077561,0.260061983,36,0.171428571,0,0,0,0
EVERGREEN_SHRUBS_corr,16,14,182,0.296121863,0.278545509,36,0.197802198,0,0,0,0
EVERGREEN_SHRUBS_corr,17,12,132,0.28829197,0.264838191,24,0.181818182,0,0,0,0
EVERGREEN_SHRUBS_corr,18,12,132,0.28829197,0.264838191,24,0.181818182,0,0,0,0
EVERGREEN_SHRUBS_corr,19,12,132,0.28829197,0.264838191,24,0.181818182,0,0,0,0
EVERGREEN_SHRUBS_corr,20,12,132,0.28829197,0.264838191,24,0.181818182,0,0,0,0
EVERGREEN_SHRUBS_corr,21,11,110,0.283558833,0.242470075,18,0.163636364,0,0,0,0
EVERGREEN_SHRUBS_corr,22,9,72,0.31243312,0.308528758,16,0.222222222,0,0,0,0
EVERGREEN_SHRUBS_corr,23,9,72,0.31243312,0.308528758,16,0.222222222,0,0,0,0
EVERGREEN_SHRUBS_corr,24,9,72,0.31243312,0.308528758,16,0.222222222,0,0,0,0
EVERGREEN_SHRUBS_corr,25,9,72,0.31243312,0.308528758,16,0.222222222,0,0,0,0
EVERGREEN_SHRUBS_corr,26,8,56,0.329442705,0.328501679,14,0.25,0,0,0,0
EVERGREEN_SHRUBS_corr,27,8,56,0.329442705,0.328501679,14,0.25,0,0,0,0
EVERGREEN_SHRUBS_corr,28,7,42,0.330459889,0.337184095,10,0.238095238,0,0,0,0
EVERGREEN_SHRUBS_corr,29,7,42,0.330459889,0.337184095,10,0.238095238,0,0,0,0
EVERGREEN_SHRUBS_corr,30,7,42,0.330459889,0.337184095,10,0.238095238,0,0,0,0
EVERGREEN_SHRUBS_corr,31,6,30,0.336920624,0.319115329,8,0.266666667,0,0,0,0
EVERGREEN_SHRUBS_corr,32,6,30,0.336920624,0.319115329,8,0.266666667,0,0,0,0
EVERGREEN_SHRUBS_corr,33,6,30,0.336920624,0.319115329,8,0.266666667,0,0,0,0
EVERGREEN_SHRUBS_corr,34,6,30,0.336920624,0.319115329,8,0.266666667,0,0,0,0
EVERGREEN_SHRUBS_corr,35,6,30,0.336920624,0.319115329,8,0.266666667,0,0,0,0
EVERGREEN_SHRUBS_corr,36,6,30,0.336920624,0.319115329,8,0.266666667,0,0,0,0
EVERGREEN_SHRUBS_corr,37,6,30,0.336920624,0.319115329,8,0.266666667,0,0,0,0
EVERGREEN_SHRUBS_corr,38,6,30,0.336920624,0.319115329,8,0.266666667,0,0,0,0
EVERGREEN_SHRUBS_corr,39,5,20,0.404847756,0.4361419,8,0.4,0,0,0,0
EVERGREEN_SHRUBS_corr,40,5,20,0.404847756,0.4361419,8,0.4,0,0,0,0
EVERGREEN_SHRUBS_corr,41,5,20,0.404847756,0.4361419,8,0.4,0,0,0,0
EVERGREEN_SHRUBS_corr,42,5,20,0.404847756,0.4361419,8,0.4,0,0,0,0
EVERGREEN_SHRUBS_corr,43,5,20,0.404847756,0.4361419,8,0.4,0,0,0,0
EVERGREEN_SHRUBS_corr,44,5,20,0.404847756,0.4361419,8,0.4,0,0,0,0
EVERGREEN_SHRUBS_corr,45,4,12,0.479460023,0.526202198,8,0.666666667,0,0,0,0
EVERGREEN_SHRUBS_corr,46,4,12,0.479460023,0.526202198,8,0.666666667,0,0,0,0
EVERGREEN_SHRUBS_corr,47,4,12,0.479460023,0.526202198,8,0.666666667,0,0,0,0
EVERGREEN_SHRUBS_corr,48,4,12,0.479460023,0.526202198,8,0.666666667,0,0,0,0
EVERGREEN_SHRUBS_corr,49,4,12,0.479460023,0.526202198,8,0.666666667,0,0,0,0
EVERGREEN_SHRUBS_corr,50,4,12,0.479460023,0.526202198,8,0.666666667,0,0,0,0
EVERGREEN_SHRUBS_corr,51,4,12,0.479460023,0.526202198,8,0.666666667,0,0,0,0
EVERGREEN_SHRUBS_corr,52,3,6,0.620969193,0.624137545,6,1,0,0,0,0
EVERGREEN_SHRUBS_corr,53,3,6,0.620969193,0.624137545,6,1,0,0,0,0
EVERGREEN_SHRUBS_corr,54,3,6,0.620969193,0.624137545,6,1,0,0,0,0
EVERGREEN_SHRUBS_corr,55,3,6,0.620969193,0.624137545,6,1,0,0,0,0
EVERGREEN_SHRUBS_corr,56,3,6,0.620969193,0.624137545,6,1,0,0,0,0
EVERGREEN_SHRUBS_corr,57,3,6,0.620969193,0.624137545,6,1,0,0,0,0
EVERGREEN_SHRUBS_corr,58,3,6,0.620969193,0.624137545,6,1,0,0,0,0
EVERGREEN_SHRUBS_corr,59,3,6,0.620969193,0.624137545,6,1,0,0,0,0
EVERGREEN_SHRUBS_corr,60,3,6,0.620969193,0.624137545,6,1,0,0,0,0
EVERGREEN_SHRUBS_corr,61,3,6,0.620969193,0.624137545,6,1,0,0,0,0
EVERGREEN_SHRUBS_corr,62,3,6,0.620969193,0.624137545,6,1,0,0,0,0
EVERGREEN_SHRUBS_corr,63,3,6,0.620969193,0.624137545,6,1,0,0,0,0
EVERGREEN_SHRUBS_corr,64,3,6,0.620969193,0.624137545,6,1,0,0,0,0
EVERGREEN_SHRUBS_corr,65,3,6,0.620969193,0.624137545,6,1,0,0,0,0
EVERGREEN_SHRUBS_corr,66,3,6,0.620969193,0.624137545,6,1,0,0,0,0
EVERGREEN_SHRUBS_corr,67,3,6,0.620969193,0.624137545,6,1,0,0,0,0
EVERGREEN_SHRUBS_corr,68,3,6,0.620969193,0.624137545,6,1,0,0,0,0
EVERGREEN_SHRUBS_corr,69,3,6,0.620969193,0.624137545,6,1,0,0,0,0
EVERGREEN_SHRUBS_corr,70,3,6,0.620969193,0.624137545,6,1,0,0,0,0
EVERGREEN_SHRUBS_corr,71,3,6,0.620969193,0.624137545,6,1,0,0,0,0
EVERGREEN_SHRUBS_corr,72,3,6,0.620969193,0.624137545,6,1,0,0,0,0
EVERGREEN_SHRUBS_corr,73,3,6,0.620969193,0.624137545,6,1,0,0,0,0
EVERGREEN_SHRUBS_corr,74,3,6,0.620969193,0.624137545,6,1,0,0,0,0
EVERGREEN_SHRUBS_corr,75,3,6,0.620969193,0.624137545,6,1,0,0,0,0
EVERGREEN_SHRUBS_corr,76,3,6,0.620969193,0.624137545,6,1,0,0,0,0
EVERGREEN_SHRUBS_corr,77,3,6,0.620969193,0.624137545,6,1,0,0,0,0
EVERGREEN_SHRUBS_corr,78,3,6,0.620969193,0.624137545,6,1,0,0,0,0
EVERGREEN_SHRUBS_corr,79,3,6,0.620969193,0.624137545,6,1,0,0,0,0
EVERGREEN_SHRUBS_corr,80,3,6,0.620969193,0.624137545,6,1,0,0,0,0
EVERGREEN_SHRUBS_corr,81,3,6,0.620969193,0.624137545,6,1,0,0,0,0
EVERGREEN_SHRUBS_corr,82,3,6,0.620969193,0.624137545,6,1,0,0,0,0
EVERGREEN_SHRUBS_corr,83,3,6,0.620969193,0.624137545,6,1,0,0,0,0
EVERGREEN_SHRUBS_corr,84,3,6,0.620969193,0.624137545,6,1,0,0,0,0
EVERGREEN_SHRUBS_corr,85,3,6,0.620969193,0.624137545,6,1,0,0,0,0
EVERGREEN_SHRUBS_corr,86,2,2,0.692600788,0.692600788,2,1,0,0,0,0
EVERGREEN_SHRUBS_corr,87,2,2,0.692600788,0.692600788,2,1,0,0,0,0
EVERGREEN_SHRUBS_corr,88,2,2,0.692600788,0.692600788,2,1,0,0,0,0
EVERGREEN_SHRUBS_corr,89,2,2,0.692600788,0.692600788,2,1,0,0,0,0
EVERGREEN_SHRUBS_corr,90,2,2,0.692600788,0.692600788,2,1,0,0,0,0
EVERGREEN_SHRUBS_corr,91,2,2,0.692600788,0.692600788,2,1,0,0,0,0
EVERGREEN_SHRUBS_corr,92,2,2,0.692600788,0.692600788,2,1,0,0,0,0
EVERGREEN_SHRUBS_corr,93,2,2,0.692600788,0.692600788,2,1,0,0,0,0
EVERGREEN_SHRUBS_corr,94,2,2,0.692600788,0.692600788,2,1,0,0,0,0
EVERGREEN_SHRUBS_corr,95,2,2,0.692600788,0.692600788,2,1,0,0,0,0
EVERGREEN_SHRUBS_corr,96,2,2,0.692600788,0.692600788,2,1,0,0,0,0
EVERGREEN_SHRUBS_corr,97,2,2,0.692600788,0.692600788,2,1,0,0,0,0
EVERGREEN_SHRUBS_corr,98,2,2,0.692600788,0.692600788,2,1,0,0,0,0
EVERGREEN_SHRUBS_corr,99,2,2,0.692600788,0.692600788,2,1,0,0,0,0
FORBS_corr,0,78,6006,0.211833926,0.177013648,354,0.058941059,0,0,0,0
FORBS_corr,1,78,6006,0.211833926,0.177013648,354,0.058941059,0,0,0,0
FORBS_corr,2,75,5550,0.213191572,0.177363985,332,0.05981982,0,0,0,0
FORBS_corr,3,66,4290,0.219210712,0.184672685,300,0.06993007,0,0,0,0
FORBS_corr,4,59,3422,0.221146436,0.187844439,234,0.068381064,0,0,0,0
FORBS_corr,5,46,2070,0.232341321,0.202901743,164,0.079227053,0,0,0,0
FORBS_corr,6,41,1640,0.243256875,0.213852544,160,0.097560976,0,0,0,0
FORBS_corr,7,34,1122,0.255832761,0.236861573,114,0.101604278,0,0,0,0
FORBS_corr,8,30,870,0.260652559,0.240346457,94,0.108045977,0,0,0,0
FORBS_corr,9,28,756,0.268424996,0.249029704,88,0.116402116,0,0,0,0
FORBS_corr,10,22,462,0.282681927,0.264414656,60,0.12987013,0,0,0,0
FORBS_corr,11,20,380,0.290431823,0.271987078,52,0.136842105,0,0,0,0
FORBS_corr,12,19,342,0.291820341,0.274812716,46,0.134502924,0,0,0,0
FORBS_corr,13,17,272,0.281969202,0.262238319,36,0.132352941,0,0,0,0
FORBS_corr,14,15,210,0.286981105,0.254108043,28,0.133333333,0,0,0,0
FORBS_corr,15,15,210,0.286981105,0.254108043,28,0.133333333,0,0,0,0
FORBS_corr,16,14,182,0.301523073,0.270128099,28,0.153846154,0,0,0,0
FORBS_corr,17,13,156,0.294980467,0.25926135,22,0.141025641,0,0,0,0
FORBS_corr,18,13,156,0.294980467,0.25926135,22,0.141025641,0,0,0,0
FORBS_corr,19,13,156,0.294980467,0.25926135,22,0.141025641,0,0,0,0
FORBS_corr,20,13,156,0.294980467,0.25926135,22,0.141025641,0,0,0,0
FORBS_corr,21,12,132,0.300732707,0.267271378,22,0.166666667,0,0,0,0
FORBS_corr,22,9,72,0.318411755,0.285537038,12,0.166666667,0,0,0,0
FORBS_corr,23,9,72,0.318411755,0.285537038,12,0.166666667,0,0,0,0
FORBS_corr,24,9,72,0.318411755,0.285537038,12,0.166666667,0,0,0,0
FORBS_corr,25,9,72,0.318411755,0.285537038,12,0.166666667,0,0,0,0
FORBS_corr,26,8,56,0.330356353,0.324855309,12,0.214285714,0,0,0,0
FORBS_corr,27,8,56,0.330356353,0.324855309,12,0.214285714,0,0,0,0
FORBS_corr,28,7,42,0.306973237,0.273769776,8,0.19047619,0,0,0,0
FORBS_corr,29,7,42,0.306973237,0.273769776,8,0.19047619,0,0,0,0
FORBS_corr,30,7,42,0.306973237,0.273769776,8,0.19047619,0,0,0,0
FORBS_corr,31,6,30,0.302043433,0.273769776,6,0.2,0,0,0,0
FORBS_corr,32,6,30,0.302043433,0.273769776,6,0.2,0,0,0,0
FORBS_corr,33,6,30,0.302043433,0.273769776,6,0.2,0,0,0,0
FORBS_corr,34,6,30,0.302043433,0.273769776,6,0.2,0,0,0,0
FORBS_corr,35,6,30,0.302043433,0.273769776,6,0.2,0,0,0,0
FORBS_corr,36,6,30,0.302043433,0.273769776,6,0.2,0,0,0,0
FORBS_corr,37,6,30,0.302043433,0.273769776,6,0.2,0,0,0,0
FORBS_corr,38,6,30,0.302043433,0.273769776,6,0.2,0,0,0,0
FORBS_corr,39,5,20,0.275759077,0.247896967,4,0.2,0,0,0,0
FORBS_corr,40,5,20,0.275759077,0.247896967,4,0.2,0,0,0,0
FORBS_corr,41,5,20,0.275759077,0.247896967,4,0.2,0,0,0,0
FORBS_corr,42,5,20,0.275759077,0.247896967,4,0.2,0,0,0,0
FORBS_corr,43,5,20,0.275759077,0.247896967,4,0.2,0,0,0,0
FORBS_corr,44,5,20,0.275759077,0.247896967,4,0.2,0,0,0,0
FORBS_corr,45,4,12,0.375778351,0.355550262,4,0.333333333,0,0,0,0
FORBS_corr,46,4,12,0.375778351,0.355550262,4,0.333333333,0,0,0,0
FORBS_corr,47,4,12,0.375778351,0.355550262,4,0.333333333,0,0,0,0
FORBS_corr,48,4,12,0.375778351,0.355550262,4,0.333333333,0,0,0,0
FORBS_corr,49,4,12,0.375778351,0.355550262,4,0.333333333,0,0,0,0
FORBS_corr,50,4,12,0.375778351,0.355550262,4,0.333333333,0,0,0,0
FORBS_corr,51,4,12,0.375778351,0.355550262,4,0.333333333,0,0,0,0
FORBS_corr,52,3,6,0.331750632,0.273769776,2,0.333333333,0,0,0,0
FORBS_corr,53,3,6,0.331750632,0.273769776,2,0.333333333,0,0,0,0
FORBS_corr,54,3,6,0.331750632,0.273769776,2,0.333333333,0,0,0,0
FORBS_corr,55,3,6,0.331750632,0.273769776,2,0.333333333,0,0,0,0
FORBS_corr,56,3,6,0.331750632,0.273769776,2,0.333333333,0,0,0,0
FORBS_corr,57,3,6,0.331750632,0.273769776,2,0.333333333,0,0,0,0
FORBS_corr,58,3,6,0.331750632,0.273769776,2,0.333333333,0,0,0,0
FORBS_corr,59,3,6,0.331750632,0.273769776,2,0.333333333,0,0,0,0
FORBS_corr,60,3,6,0.331750632,0.273769776,2,0.333333333,0,0,0,0
FORBS_corr,61,3,6,0.331750632,0.273769776,2,0.333333333,0,0,0,0
FORBS_corr,62,3,6,0.331750632,0.273769776,2,0.333333333,0,0,0,0
FORBS_corr,63,3,6,0.331750632,0.273769776,2,0.333333333,0,0,0,0
FORBS_corr,64,3,6,0.331750632,0.273769776,2,0.333333333,0,0,0,0
FORBS_corr,65,3,6,0.331750632,0.273769776,2,0.333333333,0,0,0,0
FORBS_corr,66,3,6,0.331750632,0.273769776,2,0.333333333,0,0,0,0
FORBS_corr,67,3,6,0.331750632,0.273769776,2,0.333333333,0,0,0,0
FORBS_corr,68,3,6,0.331750632,0.273769776,2,0.333333333,0,0,0,0
FORBS_corr,69,3,6,0.331750632,0.273769776,2,0.333333333,0,0,0,0
FORBS_corr,70,3,6,0.331750632,0.273769776,2,0.333333333,0,0,0,0
FORBS_corr,71,3,6,0.331750632,0.273769776,2,0.333333333,0,0,0,0
FORBS_corr,72,3,6,0.331750632,0.273769776,2,0.333333333,0,0,0,0
FORBS_corr,73,3,6,0.331750632,0.273769776,2,0.333333333,0,0,0,0
FORBS_corr,74,3,6,0.331750632,0.273769776,2,0.333333333,0,0,0,0
FORBS_corr,75,3,6,0.331750632,0.273769776,2,0.333333333,0,0,0,0
FORBS_corr,76,3,6,0.331750632,0.273769776,2,0.333333333,0,0,0,0
FORBS_corr,77,3,6,0.331750632,0.273769776,2,0.333333333,0,0,0,0
FORBS_corr,78,3,6,0.331750632,0.273769776,2,0.333333333,0,0,0,0
FORBS_corr,79,3,6,0.331750632,0.273769776,2,0.333333333,0,0,0,0
FORBS_corr,80,3,6,0.331750632,0.273769776,2,0.333333333,0,0,0,0
FORBS_corr,81,3,6,0.331750632,0.273769776,2,0.333333333,0,0,0,0
FORBS_corr,82,3,6,0.331750632,0.273769776,2,0.333333333,0,0,0,0
FORBS_corr,83,3,6,0.331750632,0.273769776,2,0.333333333,0,0,0,0
FORBS_corr,84,3,6,0.331750632,0.273769776,2,0.333333333,0,0,0,0
FORBS_corr,85,3,6,0.331750632,0.273769776,2,0.333333333,0,0,0,0
