predictor,cut_num,clusterID,response,spearman_correlation
landsatCcdc_bluecc_changeRatep065p080,0,163,FORBS_corr,-0.231481621
predicted_cover_EVERGREEN_SHRUBS,0,12,FORBS_corr,-0.2289138
landsatCcdc_bluecc_seasonalp065,0,159,FORBS_corr,-0.226643003
landsatCcdc_bluecc_changeRatep035p050,0,179,FORBS_corr,-0.22545095
landsatCcdc_ndmi_seasonalp080,0,297,FORBS_corr,0.222826585
landsatCcdc_redcc_seasonalp050,0,31,FORBS_corr,-0.220662496
landsatCcdc_blue_changeRatep080p095,0,280,FORBS_corr,0.215286197
topo_surfaceReliefRatio_10k,0,22,FORBS_corr,-0.210893091
landsatCcdc_ndwi_changeRatep035p050,0,186,FORBS_corr,-0.202107567
landsatCcdc_btemp_changeRatep035p050,0,64,FORBS_corr,0.186501088
landsatCcdc_redcc_seasonalp095,0,221,FORBS_corr,0.182611844
phenology_firstSnowDoy,0,264,FORBS_corr,-0.174085924
landsatCcdc_red_amplitude,0,248,FORBS_corr,0.169592327
predicted_cover_cTREE,0,170,FORBS_corr,-0.16957369
topo_twi_100,0,273,FORBS_corr,0.164159048
landsatCcdc_swir2_changeRatep050p065,0,251,FORBS_corr,0.15952148
predicted_cover_bTREE,0,172,FORBS_corr,0.154983639
landsatCcdc_ndsi_changeRatep050p065,0,139,FORBS_corr,-0.15003984
landsatCcdc_green_changeRatep050p065,0,266,FORBS_corr,0.149068244
landsatCcdc_ndwi_changeRatep065p080,0,283,FORBS_corr,0.149001799
landsatCcdc_redcc_changeRatep035p050,0,217,FORBS_corr,-0.145126196
landsatCcdc_greencc_mean,0,289,FORBS_corr,0.14505205
landsatCcdc_ndmi_changeRatep050p065,0,203,FORBS_corr,-0.139532259
landsatCcdc_greencc_changeRatep080p095,0,32,FORBS_corr,-0.1367244
landsatCcdc_ndwi_changeRatep005p020,0,196,FORBS_corr,-0.131343659
landsatCcdc_ndsi_changeRatep065p080,0,135,FORBS_corr,-0.130130484
landsatCcdc_tcb_seasonalp035,0,40,FORBS_corr,0.122576854
landsatCcdc_redcc_median,0,60,FORBS_corr,0.120680086
landsatCcdc_ndwi_seasonalp005,0,115,FORBS_corr,-0.118228435
predicted_cover_GRAMINOIDS,0,272,FORBS_corr,0.113147872
topo_slope,0,167,FORBS_corr,-0.112668821
landsatCcdc_bluecc_changeRatep005p020,0,182,FORBS_corr,0.111599757
landsatCcdc_ndsi_amplitude,0,246,FORBS_corr,0.107765298
landsatCcdc_tcwgd_seasonalp005,0,140,FORBS_corr,-0.106420553
landsatCcdc_ndsi_seasonalp050,0,212,FORBS_corr,0.103811149
landsatCcdc_ndsi_changeRatep020p035,0,181,FORBS_corr,0.098136465
predicted_cover_talshr,0,171,FORBS_corr,0.092812494
landsatCcdc_bluecc_seasonalp005,0,152,FORBS_corr,-0.091832093
landsatCcdc_green_amplitude,0,151,FORBS_corr,-0.090154462
landsatCcdc_redcc_changeRatep005p020,0,117,FORBS_corr,-0.086777198
predicted_cover_alnshr,0,276,FORBS_corr,0.073850059
landsatCcdc_tcb_changeRatep020p035,0,185,FORBS_corr,-0.071031448
landsatCcdc_greencc_seasonalp005,0,189,FORBS_corr,-0.070083834
landsatCcdc_tcb_changeRatep005p020,0,188,FORBS_corr,-0.06542013
landsatCcdc_ndsi_changeRatep035p050,0,178,FORBS_corr,0.060857194
climTerra_tapmm,0,208,FORBS_corr,-0.059460524
landsatCcdc_tcb_changeRatep035p050,0,263,FORBS_corr,-0.04646719
predicted_cover_betshr,0,290,FORBS_corr,-0.041239392
landsatCcdc_ndwi_changeRatep050p065,0,282,FORBS_corr,0.03904667
landsatCcdc_ndwi_changeRatep080p095,0,173,FORBS_corr,0.03418517
landsatCcdc_bluecc_amplitude,0,275,FORBS_corr,0.023487055
predicted_cover_salshr,0,335,FORBS_corr,0.015756543
landsatCcdc_bluecc_changeRatep080p095,0,165,FORBS_corr,0.013603883
predicted_cover_GRAMINOIDS,0,272,GRAMINOIDS_corr,0.598556307
landsatCcdc_greencc_seasonalp005,0,189,GRAMINOIDS_corr,-0.555097059
landsatCcdc_tcg_changeRatep020p035,0,243,GRAMINOIDS_corr,0.525897252
landsatCcdc_red_changeRatep080p095,0,254,GRAMINOIDS_corr,0.506873324
landsatCcdc_red_changeRatep035p050,0,190,GRAMINOIDS_corr,-0.497892604
landsatCcdc_greencc_seasonalp095,0,207,GRAMINOIDS_corr,-0.493775315
topo_twi_100,0,273,GRAMINOIDS_corr,0.48623016
landsatCcdc_redcc_seasonalp095,0,221,GRAMINOIDS_corr,0.484843894
predicted_cover_LICHENS,0,9,GRAMINOIDS_corr,-0.473254236
landsatCcdc_redcc_median,0,60,GRAMINOIDS_corr,0.430632378
landsatCcdc_ndvi_changeRatep080p095,0,11,GRAMINOIDS_corr,-0.394256675
landsatCcdc_swir1_changeRatep080p095,0,56,GRAMINOIDS_corr,0.389547613
permafrost_zonation_index,0,154,GRAMINOIDS_corr,0.385214742
landsatCcdc_redcc_changeRatep080p095,0,274,GRAMINOIDS_corr,0.384295694
landsatCcdc_ndwi_changeRatep035p050,0,186,GRAMINOIDS_corr,-0.383364731
landsatCcdc_blue_changeRatep005p020,0,193,GRAMINOIDS_corr,-0.377955568
landsatCcdc_tcg_seasonalp050,0,328,GRAMINOIDS_corr,0.371091474
predicted_cover_EVERGREEN_SHRUBS,0,12,GRAMINOIDS_corr,-0.369581378
landsatCcdc_greencc_seasonalp080,0,205,GRAMINOIDS_corr,-0.346399159
climTerra_mjt,0,206,GRAMINOIDS_corr,-0.342614285
landsatCcdc_nir_changeRatep065p080,0,15,GRAMINOIDS_corr,-0.342270068
landsatCcdc_tcwgd_changeRatep005p020,0,197,GRAMINOIDS_corr,-0.333168672
topo_elevation_m,0,10,GRAMINOIDS_corr,-0.33309558
landsatCcdc_nbr_changeRatep050p065,0,202,GRAMINOIDS_corr,-0.324072414
topo_surfaceReliefRatio_10k,0,22,GRAMINOIDS_corr,-0.317168769
landsatCcdc_ndvi_changeRatep005p020,0,345,GRAMINOIDS_corr,0.305659103
landsatCcdc_red_seasonalp005,0,72,GRAMINOIDS_corr,0.303529366
landsatCcdc_nir_seasonalp005,0,232,GRAMINOIDS_corr,0.292765521
landsatCcdc_ndsi_changeRatep080p095,0,136,GRAMINOIDS_corr,-0.292575941
climTerra_tapmm,0,208,GRAMINOIDS_corr,-0.287866579
landsatCcdc_tcw_changeRatep035p050,0,269,GRAMINOIDS_corr,0.275755792
landsatCcdc_green_changeRatep065p080,0,252,GRAMINOIDS_corr,0.268104041
predicted_cover_salshr,0,335,GRAMINOIDS_corr,0.260281778
predicted_cover_FORBS,0,281,GRAMINOIDS_corr,0.258652595
landsatCcdc_ndwi_changeRatep065p080,0,283,GRAMINOIDS_corr,0.253832954
predicted_cover_cTREE,0,170,GRAMINOIDS_corr,-0.253071213
landsatCcdc_redcc_changeRatep050p065,0,334,GRAMINOIDS_corr,0.235616837
landsatCcdc_bluecc_seasonalp080,0,160,GRAMINOIDS_corr,-0.233268016
landsatCcdc_ndsi_seasonalp080,0,131,GRAMINOIDS_corr,-0.233065302
predicted_cover_talshr,0,171,GRAMINOIDS_corr,-0.219685665
landsatCcdc_bluecc_amplitude,0,275,GRAMINOIDS_corr,0.21889167
landsatCcdc_ndmi_changeRatep080p095,0,14,GRAMINOIDS_corr,-0.216539042
landsatCcdc_ndsi_amplitude,0,246,GRAMINOIDS_corr,0.214404165
landsatCcdc_tcw_changeRatep020p035,0,271,GRAMINOIDS_corr,0.212017846
landsatCcdc_bluecc_changeRatep065p080,0,163,GRAMINOIDS_corr,-0.201286551
landsatCcdc_swir2_changeRatep005p020,0,24,GRAMINOIDS_corr,-0.199353627
landsatCcdc_green_changeRatep035p050,0,177,GRAMINOIDS_corr,-0.198365752
landsatCcdc_greencc_changeRatep005p020,0,336,GRAMINOIDS_corr,0.197407379
landsatCcdc_blue_changeRatep050p065,0,265,GRAMINOIDS_corr,0.189303793
landsatCcdc_tcwgd_seasonalp035,0,148,GRAMINOIDS_corr,-0.184277583
landsatCcdc_btemp_amplitude,0,162,GRAMINOIDS_corr,-0.170636147
landsatCcdc_bluecc_seasonalp050,0,156,GRAMINOIDS_corr,-0.170580758
landsatCcdc_ndwi_changeRatep050p065,0,282,GRAMINOIDS_corr,0.169289477
topo_roughness,0,169,GRAMINOIDS_corr,-0.166279789
landsatCcdc_bluecc_changeRatep020p035,0,183,GRAMINOIDS_corr,-0.159288524
landsatCcdc_green_amplitude,0,151,GRAMINOIDS_corr,0.155136402
landsatCcdc_tcb_changeRatep020p035,0,185,GRAMINOIDS_corr,-0.141521805
landsatCcdc_blue_seasonalp095,0,102,GRAMINOIDS_corr,0.131567676
landsatCcdc_tcb_changeRatep050p065,0,65,GRAMINOIDS_corr,0.129120829
landsatCcdc_redcc_seasonalp035,0,30,GRAMINOIDS_corr,0.128896225
landsatCcdc_ndsi_changeRatep050p065,0,139,GRAMINOIDS_corr,-0.123387916
landsatCcdc_btemp_seasonalp020,0,43,GRAMINOIDS_corr,-0.120353482
landsatCcdc_ndmi_seasonalp005,0,294,GRAMINOIDS_corr,0.11481586
predicted_cover_betshr,0,290,GRAMINOIDS_corr,-0.11206404
landsatCcdc_btemp_changeRatep005p020,0,29,GRAMINOIDS_corr,-0.101066311
landsatCcdc_bluecc_changeRatep050p065,0,161,GRAMINOIDS_corr,-0.099089037
landsatCcdc_nir_changeRatep005p020,0,279,GRAMINOIDS_corr,0.09337059
landsatCcdc_ndwi_changeRatep080p095,0,173,GRAMINOIDS_corr,-0.084336004
landsatCcdc_redcc_seasonalp065,0,33,GRAMINOIDS_corr,0.072116995
predicted_cover_alnshr,0,276,GRAMINOIDS_corr,-0.072067631
landsatCcdc_btemp_changeRatep035p050,0,64,GRAMINOIDS_corr,0.071056408
landsatCcdc_swir1_changeRatep005p020,0,23,GRAMINOIDS_corr,-0.065460732
predicted_cover_bTREE,0,172,GRAMINOIDS_corr,-0.061889612
landsatCcdc_swir1_amplitude,0,174,GRAMINOIDS_corr,-0.056412441
landsatCcdc_bluecc_changeRatep080p095,0,165,GRAMINOIDS_corr,-0.051495525
landsatCcdc_ndwi_seasonalp005,0,115,GRAMINOIDS_corr,0.037314279
phenology_firstSnowDoy,0,264,GRAMINOIDS_corr,0.037015805
landsatCcdc_tcb_changeRatep035p050,0,263,GRAMINOIDS_corr,0.023923714
landsatCcdc_tcwgd_amplitude,0,127,GRAMINOIDS_corr,0.02224623
landsatCcdc_bluecc_changeRatep035p050,0,179,GRAMINOIDS_corr,-0.0216733
landsatCcdc_ndsi_seasonalp020,0,150,GRAMINOIDS_corr,-0.017798316
landsatCcdc_red_seasonalp035,0,110,TOTAL_corr,-0.601963123
landsatCcdc_blue_seasonalp005,0,70,TOTAL_corr,-0.548586429
landsatCcdc_nbr_seasonalp080,0,301,TOTAL_corr,0.537923259
predicted_cover_betshr,0,290,TOTAL_corr,0.505301981
permafrost_zonation_index,0,154,TOTAL_corr,-0.444628892
landsatCcdc_tcg_changeRatep080p095,0,113,TOTAL_corr,-0.441035352
predicted_cover_cTREE,0,170,TOTAL_corr,0.42660962
